catalog,vizier_source,vizier_table,recno,Index,MCXC,OName,AName,RAJ2000,DEJ2000,GLON,GLAT,Cat,SubCat,z,zType,r_z,f_z,Scale,ERange,Rap,FX,e_FX,LX2L500,Lap,L500,e_L500,E_L500,R500,M500,e_M500,E_M500,Ovlp,Cat1,Cat2,Cat3,Cat4,L5001,e_L5001,E_L5001,L5002,e_L5002,E_L5002,L5003,e_L5003,E_L5003,L5004,e_L5004,E_L5004,NotesO,Notes,Index1,SimbadName,RA_deg,Dec_deg
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1069,1068,MCXC J1205.0-0332,RX J1205.0-0333,BSe RXJ1205.0-0332,181.262,-3.542,281.0981,57.35,SHARC,SHARC_SOUTH,0.368,S,2003MNRAS.341.1093B,Catalogue,5.1014,[0.5 2. ],3.31,0.03728,0.00423,ITER,0.27332,0.3,0.03,0.03,0.5562,0.7192,0.05,0.05,WARPSII,WARPSII,,,,0.2950400114059448,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,834,RX J1205.0-0333,181.262,-3.542
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1070,1069,MCXC J1205.2+3920,RXC J1205.2+3920,RXJ1205.1+3920,181.3021,39.3493,158.2296,74.4473,NORAS/REFLEX,NORAS,0.0381,S,2000ApJS..129..435B,Catalogue,0.7555,[0.1 2.4],14.0,10.04,0.74296,ITER,0.33407,0.3,0.03,0.03,0.7083,1.048,0.05,0.05,BCS|RXGCC,BCS,RXGCC,,,0.30796998739242554,0.06842999905347824,0.0712599977850914,0.33515000343322754,0.0304300002753735,0.0306800007820129,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,835,RXC J1205.2+3920,181.3021,39.3493
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1071,1070,MCXC J1205.5+4419,WARP J1205.5+4419,,181.3873,44.3191,148.1559,70.4936,WARPS,WARPSII,0.3384,S,2008ApJS..176..374H,Catalogue,4.832,[0.5 2. ],1e+20,0.0635,1e+20,SC,1e+20,0.3,1e+20,1e+20,0.601,0.8775,1e+20,1e+20,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,836,WARPS J1205.5+4419,181.3873,44.3191
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1072,1071,MCXC J1205.8+4429,WARP J1205.8+4429,RX J1205.8+4429 (BSHARC2),181.4658,44.4872,147.749,70.3803,WARPS,WARPSII,0.5921,S,2008ApJS..176..374H,Catalogue,6.6443,[0.5 2. ],1e+20,0.0796,1e+20,SC,1e+20,1.0,1e+20,1e+20,0.6862,1.7583,1e+20,1e+20,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,837,WARPS J1205.8+4429,181.4658,44.4872
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1073,1072,MCXC J1206.1+4419,WARP J1206.1+4419,,181.5278,44.3245,147.8913,70.542,WARPS,WARPSII,0.2946,S,2008ApJS..176..374H,Catalogue,4.3985,[0.5 2. ],1e+20,0.0612,1e+20,SC,1e+20,0.2,1e+20,1e+20,0.5755,0.7331,1e+20,1e+20,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,838,WARPS J1206.1+4419,181.5278,44.3245
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1074,1073,MCXC J1206.2-0848,RXCJ1206.2-0848,,181.552,-8.8061,284.4026,52.4309,NORAS/REFLEX,REFLEX,0.4414,S,2004A&A...425..367B,Catalogue,5.6961,[0.1 2.4],5.0,3.231,0.5105,ITER,18.61557,20.0,3.0,3.0,1.2365,8.606,0.8,0.8,MACS_DR2,MACS_DR2,,,,20.447250366210938,1.089030027389526,1.090710043907166,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,839,RXCJ1206.2-0848,181.552,-8.8061
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1075,1074,MCXC J1206.4+2215,RXC J1206.4+2215,PGC 038401,181.6167,22.2525,236.013,78.6882,NORAS/REFLEX,NORAS,0.0651,S,2018MNRAS.475..343W,Consolidated,1.2502,[0.1 2.4],7.5,1.5,0.297,ITER,0.15153,0.2,0.03,0.03,0.5959,0.6401,0.08,0.07,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,840,RXC J1206.4+2215,181.6167,22.2525
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1076,1075,MCXC J1206.5-0744,BVH2007 140,VMF98 114,181.64,-7.74,284.0303,53.4767,400SD,400SD_SER,0.068,S,2003ApJ...594..154M,Catalogue,1.3015,[0.5 2. ],1e+20,1.288,0.152,SC,1e+20,0.2,0.03,0.03,0.6342,0.7739,0.06,0.05,160SD,160SD,,,,0.2111400067806244,0.02713000029325485,0.0270600002259016,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,841,[BVH2007] 140,181.64,-7.74
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1077,1076,MCXC J1206.6+2811,RXC J1206.6+2811,NGC 4104,181.656,28.1835,204.2745,80.0242,NORAS/REFLEX,NORAS,0.0283,S,1994AJ....107..427D,Catalogue,0.5678,[0.1 2.4],12.5,3.93,0.49125,ITER,0.07205,0.08,0.01,0.01,0.5267,0.427,0.03,0.03,BCS|RXGCC,BCS,RXGCC,,,0.11889000236988068,0.02586999908089638,0.02672999911010265,0.1314699947834015,0.02331000007689,0.0233500003814697,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,842,RXC J1206.6+2811,181.656,28.1835
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1078,1077,MCXC J1206.9+7139,RXC J1206.9+7139,A1470,181.7431,71.6576,127.858,45.0429,NORAS/REFLEX,NORAS,0.1912,S,2000ApJS..129..435B,Catalogue,3.1847,[0.1 2.4],8.0,1.67,0.23714,ITER,1.60918,2.0,0.2,0.2,0.8789,2.3336,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,843,RXC J1206.9+7139,181.7431,71.6576
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1079,1078,MCXC J1208.3-2937,MS1205.7-2921,,182.075,-29.6333,291.8372,32.3074,EMSS,EMSS_1994,0.171,S,1991ApJS...76..813S,Catalogue,2.9119,[0.3 3.5],1e+20,0.785,0.17498,SC,1e+20,0.6,0.1,0.1,0.7307,1.3128,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,844,MS1205.7-2921,182.075,-29.6333
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1080,1079,MCXC J1208.8+3100,RXGCC 447,,182.22,31.012,187.7356,79.9285,RXGCC,RXGCC,0.1609,SP,2022A&A...658A..59X,Catalogue,2.7707,[0.1 2.4],9.288,1.2723,0.52849,ITER,0.85179,0.8,0.3,0.3,0.7864,1.6197,0.4,0.4,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,An Abell cluster with no z and offset = 1.44 Mpc(8.55 arcmin),,16959,,182.22,31.012
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1081,1080,MCXC J1210.0+0630,RXC J1210.0+0630,RMJ121007.8+063128.3,182.5231,6.5,275.6016,67.1516,NORAS/REFLEX,NORAS,0.1355,S,"2016ApJS..224....1R,PW",NEW,2.4003,[0.1 2.4],7.5,1.43,0.31317,ITER,0.66258,0.6,0.1,0.1,0.7621,1.4359,0.2,0.2,RXGCC,RXGCC,,,,1.3782000541687012,0.3002099990844727,0.2994700074195862,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Deblended source; Coordinates determined by the moment method with a 5arcmin aperture radius.,,16959,RXC J1210.0+0630,182.5231,6.5
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1082,1081,MCXC J1210.3+0523,RXC J1210.3+0523,ZwCl4905,182.5783,5.385,276.8597,66.1527,NORAS/REFLEX,NORAS,0.0748,S,2000ApJS..129..435B,Catalogue,1.4203,[0.1 2.4],13.0,5.76,0.59904,ITER,0.7659,0.7,0.08,0.08,0.8106,1.6265,0.1,0.1,BCS|RXGCC,BCS,RXGCC,,,0.6154299974441528,0.1507699936628342,0.154899999499321,0.784600019454956,0.0985900014638901,0.0989399999380112,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,845,RXC J1210.3+0523,182.5783,5.385
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1083,1082,MCXC J1210.7-4644,RXC J1210.7-4644,AS689,182.6842,-46.7383,295.712,15.5621,CIZA,CIZAII,0.032,S,2007ApJ...662..224K,Catalogue,0.6392,[0.1 2.4],1e+20,9.56,2.42137,SC,1e+20,0.2,0.05,0.05,0.6417,0.7748,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,846,RXC J1210.7-4644,182.6842,-46.7383
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1084,1083,MCXC J1211.0+3519,RXC J1211.0+3519,A1483,182.7585,35.3324,166.8734,78.1008,NORAS/REFLEX,NORAS,0.138,S,1998ApJS..117..319A,Catalogue,2.4377,[0.1 2.4],6.5,2.04,0.46716,ITER,0.98143,1.0,0.2,0.2,0.8267,1.8376,0.3,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,847,RXC J1211.0+3519,182.7585,35.3324
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1085,1084,MCXC J1211.2+3911,BVH2007 141,"VMF98 115, MS1208.7+3928",182.817,39.1947,155.1493,75.3159,400SD,400SD_SER,0.34,S,1991ApJS...76..813S,Catalogue,4.8471,[0.5 2. ],1e+20,0.318,0.037,SC,1e+20,2.0,0.2,0.2,0.8184,2.2198,0.2,0.1,EMSS_1994|160SD|SHARC_BRIGHT|WARPSII,EMSS_1994,160SD,SHARC_BRIGHT,WARPSII,1.312150001525879,0.1421300023794174,0.1408299952745438,1.3834199905395508,0.190730005502701,0.190099999308586,1.398710012435913,0.07991000264883041,0.07993999868631363,1.7460800409317017,1e+20,1e+20,,,848,[BVH2007] 141,182.817,39.1947
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1086,1086,MCXC J1212.3+2733,BVH2007 142,A1489,183.08,27.5539,207.8834,81.3048,400SD,400SD_SER,0.353,S,2007ApJS..172..561B,Catalogue,4.9672,[0.5 2. ],1e+20,1.254,0.169,SC,1e+20,7.0,0.9,0.9,1.0749,5.1031,0.4,0.4,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,a part of A1489,,850,[BVH2007] 142,183.08,27.5539
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1087,1085,MCXC J1212.3-1816,RXCJ1212.3-1816,,183.0788,-18.2787,290.0588,43.613,NORAS/REFLEX,REFLEX,0.269,S,2004A&A...425..367B,Catalogue,4.1243,[0.1 2.4],10.0,3.121,1.42318,ITER,6.17689,6.0,3.0,3.0,1.0952,4.9127,1.0,1.0,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Details on source identification in Appendix of REFLEX paper,,849,RXCJ1212.3-1816,183.0788,-18.2787
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1088,1087,MCXC J1212.9+2727,BVH2007 143,A1489,183.246,27.4536,208.5481,81.4525,400SD,400SD_SER,0.179,S,2007ApJS..172..561B,Catalogue,3.0215,[0.5 2. ],1e+20,0.793,0.109,SC,1e+20,1.0,0.1,0.1,0.8146,1.8341,0.2,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,a part of A1489,,851,[BVH2007] 143,183.246,27.4536
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1089,1088,MCXC J1213.0+3411,RXC J1213.0+3411,"A1492 , WHL J121307.5+341034",183.2648,34.1869,170.0233,79.1497,NORAS/REFLEX,NORAS,0.2292,S,2015ApJ...807..178W,NEW,3.6647,[0.1 2.4],14.0,1.88,0.58844,ITER,2.66155,2.0,0.8,0.8,0.9458,3.0291,0.6,0.5,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,"Identification as a cluster leaves some residual doubts, see NORAS paper Sec 4.1",,16959,RXC J1213.0+3411,183.2648,34.1869
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1090,1089,MCXC J1213.5+0253,BVH2007 144,VMF98 116,183.393,2.8992,280.8152,64.1328,400SD,400SD_SER,0.409,S,2003ApJ...594..154M,Catalogue,5.4458,[0.5 2. ],1e+20,0.143,0.029,SC,1e+20,1.0,0.2,0.2,0.7302,1.7067,0.2,0.2,160SD,160SD,,,,1.1454499959945679,0.2295800000429153,0.2282699942588806,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,852,[BVH2007] 144,183.393,2.8992
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1091,1090,MCXC J1215.4-3900,RXCJ1215.4-3900,,183.8707,-39.0152,295.3351,23.3256,NORAS/REFLEX,REFLEX,0.119,S,2004A&A...425..367B,Catalogue,2.1476,[0.1 2.4],10.5,5.534,1.96457,ITER,1.93071,2.0,0.7,0.7,0.9512,2.7459,0.6,0.6,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,853,RXCJ1215.4-3900,183.8707,-39.0152
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1092,1091,MCXC J1216.3+2633,BVH2007 145,VMF98 117,184.083,26.5558,215.1202,82.1499,400SD,400SD_SER,0.428,S,2003ApJ...594..154M,Catalogue,5.5948,[0.5 2. ],1e+20,0.154,0.04,SC,1e+20,1.0,0.3,0.3,0.7466,1.8649,0.3,0.3,160SD,160SD,,,,1.3585100173950195,0.3547700047492981,0.3522000014781952,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,854,[BVH2007] 145,184.083,26.5558
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1093,1092,MCXC J1217.2+6940,WARP J1217.2+6940,,184.3107,69.6697,127.2887,47.1682,WARPS,WARPSII,0.107,S,2008ApJS..176..374H,Catalogue,1.9576,[0.5 2. ],1e+20,0.0862,1e+20,SC,1e+20,0.03,1e+20,1e+20,0.4345,0.2586,1e+20,1e+20,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,855,WARPS J1217.2+6940,184.3107,69.6697
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1094,1093,MCXC J1217.6+0339,RXC J1217.6+0339,Zw 1215.1+0400,184.4192,3.6624,282.5036,65.1864,NORAS/REFLEX,NORAS,0.0766,S,2000ApJS..129..435B,Catalogue,1.4515,[0.1 2.4],16.0,20.48,1.10592,ITER,2.84094,3.0,0.2,0.2,1.0518,3.5603,0.1,0.1,BCS|RXGCC,BCS,RXGCC,,,3.0208799839019775,0.3507699966430664,0.3537200093269348,2.5164899826049805,0.157649993896484,0.158040001988411,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,856,RXC J1217.6+0339,184.4192,3.6624
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1095,1094,MCXC J1217.7+4729,BVH2007 146,,184.432,47.4872,138.679,68.5971,400SD,400SD_SER,0.27,S,2007ApJS..172..561B,Catalogue,4.1353,[0.5 2. ],1e+20,0.609,0.064,SC,1e+20,2.0,0.2,0.2,0.8754,2.5113,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,857,[BVH2007] 146,184.432,47.4872
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1096,1095,MCXC J1217.8+2255,BVH2007 147,,184.452,22.9211,240.0104,81.3008,400SD,400SD_SER,0.14,S,2007ApJS..172..561B,Catalogue,2.4675,[0.5 2. ],1e+20,0.3,0.059,SC,1e+20,0.2,0.05,0.05,0.6202,0.7773,0.1,0.09,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,858,[BVH2007] 147,184.452,22.9211
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1097,1097,MCXC J1218.4+3011,RX J1218.4+3011,VMF98 118,184.6212,30.1961,187.9948,82.15,160SD,160SD,0.368,S,2003ApJ...594..154M,Catalogue,5.1014,[0.5 2. ],1e+20,0.053,0.014,SC,1e+20,0.4,0.09,0.09,0.5921,0.8676,0.1,0.1,WARPSII,WARPSII,,,,0.5732100009918213,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,RDCS/RIXOS/WARPS2,,860,RX J1218.4+3011,184.6212,30.1961
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1098,1096,MCXC J1218.4+4013,RXC J1218.4+4013,,184.6204,40.2184,148.3678,75.2398,NORAS/REFLEX,NORAS,0.3038,S,2000ApJS..129..435B,Catalogue,4.4932,[0.1 2.4],6.5,1.82,0.30394,ITER,4.72573,4.0,0.7,0.7,1.0202,4.1278,0.4,0.4,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,859,RXC J1218.4+4013,184.6204,40.2184
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1099,1098,MCXC J1219.1-0500,RXGCC 451,,184.79,-5.005,288.0816,56.9331,RXGCC,RXGCC,0.079,SP,2022A&A...658A..59X,Catalogue,1.4928,[0.1 2.4],10.262,2.36307,0.67516,ITER,0.35274,0.3,0.1,0.1,0.6936,1.0232,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,184.79,-5.005
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1100,1099,MCXC J1219.2+0547,RXGCC 452,,184.819,5.791,281.7655,67.3315,RXGCC,RXGCC,0.0067,SP,2022A&A...658A..59X,Catalogue,0.138,[0.1 2.4],34.081,10.0016,0.97543,ITER,0.00994,0.01,0.001,0.001,0.3594,0.133,0.008,0.008,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,"An X-ray cluster with z = 0.3535 and offset = 0.12 Mpc (14 arcmin), an SZ cluster with no z with offset = 0.28 Mpc (32 arcmin)",,16959,,184.819,5.791
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1101,1100,MCXC J1219.3-1315,RXCJ1219.3-1315,A1520,184.8323,-13.2599,291.0073,48.867,NORAS/REFLEX,REFLEX,0.0688,S,2004A&A...425..367B,Catalogue,1.3156,[0.1 2.4],2.5,4.081,1.42835,ITER,0.45622,0.9,0.4,0.4,0.8513,1.8736,0.5,0.5,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,861,RXCJ1219.3-1315,184.8323,-13.2599
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1102,1101,MCXC J1219.6-2903,RXGCC 453,,184.904,-29.051,294.608,33.3059,RXGCC,RXGCC,0.0332,SP,2022A&A...658A..59X,Catalogue,0.6622,[0.1 2.4],15.625,2.39786,0.80416,ITER,0.06101,0.06,0.02,0.02,0.5014,0.37,0.08,0.07,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,184.904,-29.051
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1103,1102,MCXC J1220.2+7522,BVH2007 148,NGC4291,185.072,75.37,125.555,41.5992,400SD,400SD_SER,0.0059,S,1991S&T....82Q.621D,Catalogue,0.1216,[0.5 2. ],1e+20,0.953,0.1,SC,1e+20,0.001,1e-04,1e-04,0.2317,0.0356,0.002,0.002,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,862,[BVH2007] 148,185.072,75.37
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1104,1103,MCXC J1220.9+1810,WARP J1220.9+1810,,185.232,18.1755,263.211,78.6186,WARPS,WARPSII,0.4294,S,2008ApJS..176..374H,Catalogue,5.6055,[0.5 2. ],1e+20,0.116,1e+20,SC,1e+20,1.0,1e+20,1e+20,0.708,1.5931,1e+20,1e+20,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,863,WARPS J1220.9+1810,185.232,18.1755
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1105,1104,MCXC J1221.4+4918,BVH2007 149,VMF98 119,185.354,49.3019,135.5668,67.0833,400SD,400SD_SER,0.7,S,2003ApJ...594..154M,Catalogue,7.1459,[0.5 2. ],1e+20,0.207,0.051,SC,1e+20,5.0,1.0,1.0,0.8252,3.4781,0.5,0.5,160SD,160SD,,,,5.306729793548584,1.122830033302307,1.114969968795776,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,864,[BVH2007] 149,185.354,49.3019
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1106,1105,MCXC J1222.0+2709,BVH2007 150,,185.508,27.1553,211.0167,83.4589,400SD,400SD_SER,0.472,S,2007ApJS..172..561B,Catalogue,5.916,[0.5 2. ],1e+20,0.187,0.039,SC,1e+20,2.0,0.4,0.4,0.7868,2.2983,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,865,[BVH2007] 150,185.508,27.1553
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1107,1106,MCXC J1222.1+7526,RX J1222.1+7526,MS1219.9+7542,185.529,75.4381,125.3887,41.55,SHARC,SHARC_BRIGHT,0.24,S,1991ApJS...76..813S,Catalogue,3.7935,[0.5 2. ],4.0556,0.1304,0.02673,ITER,0.35533,0.3,0.07,0.07,0.6346,0.9255,0.1,0.1,EMSS_1994,EMSS_1994,,,,0.7795100212097168,0.09860999882221222,0.09773000329732895,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,866,RX J1222.1+7526,185.529,75.4381
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1108,1107,MCXC J1222.2+2559,BVH2007 151,,185.568,25.9944,221.1491,83.3813,400SD,400SD_SER,0.16,S,2007ApJS..172..561B,Catalogue,2.7579,[0.5 2. ],1e+20,0.189,0.032,SC,1e+20,0.2,0.03,0.03,0.5928,0.6929,0.07,0.07,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,867,[BVH2007] 151,185.568,25.9944
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1109,1108,MCXC J1223.1+1037,RXC J1223.1+1037,NGC 4325,185.7772,10.624,279.5791,72.1991,NORAS/REFLEX,NORAS,0.0258,S,2000ApJS..129..435B,Catalogue,0.5192,[0.1 2.4],10.0,7.01,0.54678,ITER,0.10607,0.1,0.01,0.01,0.5839,0.5803,0.03,0.03,BCS,BCS,,,,0.2142000049352646,0.04713999852538109,0.04963000118732452,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,868,RXC J1223.1+1037,185.7772,10.624
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1110,1109,MCXC J1224.1+4350,RXGCC 454,,186.033,43.843,139.404,72.4015,RXGCC,RXGCC,0.0679,SP,2022A&A...658A..59X,Catalogue,1.2997,[0.1 2.4],10.75,1.37559,0.58954,ITER,0.15192,0.1,0.06,0.06,0.5891,0.6202,0.2,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,186.033,43.843
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1111,1110,MCXC J1224.2+7531,BVH2007 152,NGC4386,186.073,75.5275,125.1911,41.4815,400SD,400SD_SER,0.0056,S,1991S&T....82Q.621D,Catalogue,0.1155,[0.5 2. ],1e+20,0.144,0.021,SC,1e+20,0.0002,2e-05,2e-05,0.1705,0.0142,0.0008,0.0007,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,869,[BVH2007] 152,186.073,75.5275
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1112,1111,MCXC J1224.5+6134,RXGCC 455,,186.15,61.57,128.5343,55.2655,RXGCC,RXGCC,0.0676,SP,2022A&A...658A..59X,Catalogue,1.2945,[0.1 2.4],13.675,1.42808,0.47022,ITER,0.15623,0.1,0.05,0.05,0.5904,0.6241,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,186.15,61.57
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1113,1112,MCXC J1224.6+3159,RXC J1224.6+3159,SHK 245,186.1673,31.9865,171.4716,82.421,NORAS/REFLEX,NORAS,0.063,S,1998ApJS..117..319A,Catalogue,1.2129,[0.1 2.4],9.0,1.69,0.32786,ITER,0.15935,0.2,0.03,0.03,0.5998,0.6516,0.08,0.07,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,870,RXC J1224.6+3159,186.1673,31.9865
